ID,Target
ID_3CKJLY2 x m6,0.0
ID_LGHVCHY x m1,0.0
ID_LGHVCHY x m2,0.0
ID_LGHVCHY x m3,0.0
ID_LGHVCHY x m4,0.0
ID_LGHVCHY x m5,0.0
ID_LGHVCHY x m6,0.0
ID_4SD0PDQ x m1,0.0
ID_4SD0PDQ x m2,0.0
ID_4SD0PDQ x m3,0.0
ID_4SD0PDQ x m4,0.0
ID_4SD0PDQ x m5,0.0
ID_4SD0PDQ x m6,0.0
ID_P4QR91O x m1,0.0
ID_P4QR91O x m2,0.0
ID_P4QR91O x m3,0.0
ID_P4QR91O x m4,0.0
ID_P4QR91O x m5,0.0
ID_P4QR91O x m6,0.0
ID_Q6KY7OB x m1,0.0
ID_Q6KY7OB x m2,0.0
ID_Q6KY7OB x m3,0.0
ID_Q6KY7OB x m4,0.0
ID_Q6KY7OB x m5,0.0
ID_Q6KY7OB x m6,0.0
ID_44QE5VP x m1,0.0
ID_44QE5VP x m2,0.0
ID_44QE5VP x m3,0.0
ID_44QE5VP x m4,0.0
ID_44QE5VP x m5,0.0
ID_44QE5VP x m6,0.0
ID_JLQCIO4 x m1,0.0
ID_JLQCIO4 x m2,0.0
ID_JLQCIO4 x m3,0.0
ID_JLQCIO4 x m4,0.0
ID_JLQCIO4 x m5,0.0
ID_JLQCIO4 x m6,0.0
ID_MMX4UDJ x m1,0.0
ID_MMX4UDJ x m2,0.0
ID_MMX4UDJ x m3,0.0
ID_MMX4UDJ x m4,0.0
ID_MMX4UDJ x m5,0.0
ID_MMX4UDJ x m6,0.0
ID_8CV4H96 x m1,0.0
ID_8CV4H96 x m2,0.0
ID_8CV4H96 x m3,0.0
ID_8CV4H96 x m4,0.0
ID_8CV4H96 x m5,0.0
ID_8CV4H96 x m6,0.0
ID_YKEWJ2S x m1,0.0
ID_YKEWJ2S x m2,0.0
ID_YKEWJ2S x m3,0.0
ID_YKEWJ2S x m4,0.0
ID_YKEWJ2S x m5,0.0
ID_YKEWJ2S x m6,0.0
ID_Q2KJCXE x m1,0.0
ID_Q2KJCXE x m2,0.0
ID_Q2KJCXE x m3,0.0
ID_Q2KJCXE x m4,0.0
ID_Q2KJCXE x m5,0.0
ID_Q2KJCXE x m6,0.0
ID_6HNT2AW x m1,0.0
ID_6HNT2AW x m2,0.0
ID_6HNT2AW x m3,0.0
ID_6HNT2AW x m4,0.0
ID_6HNT2AW x m5,0.0
ID_6HNT2AW x m6,0.0
ID_SRSV8JP x m1,0.0
ID_SRSV8JP x m2,0.0
ID_SRSV8JP x m3,0.0
ID_SRSV8JP x m4,0.0
ID_SRSV8JP x m5,0.0
ID_SRSV8JP x m6,0.0
ID_HUUC633 x m1,0.0
ID_HUUC633 x m2,0.0
ID_HUUC633 x m3,0.0
ID_HUUC633 x m4,0.0
ID_HUUC633 x m5,0.0
ID_HUUC633 x m6,0.0
ID_Z0Z1KJG x m1,0.0
ID_Z0Z1KJG x m2,0.0
ID_Z0Z1KJG x m3,0.0
ID_Z0Z1KJG x m4,0.0
ID_Z0Z1KJG x m5,0.0
ID_Z0Z1KJG x m6,0.0
ID_OFCE0OY x m1,0.0
ID_OFCE0OY x m2,0.0
ID_OFCE0OY x m3,0.0
ID_OFCE0OY x m4,0.0
ID_OFCE0OY x m5,0.0
ID_OFCE0OY x m6,0.0
ID_8JGH52F x m1,0.0
ID_8JGH52F x m2,0.0
ID_8JGH52F x m3,0.0
ID_8JGH52F x m4,0.0
ID_8JGH52F x m5,0.0
ID_8JGH52F x m6,0.0
ID_LDBM3WE x m1,0.0
ID_LDBM3WE x m2,0.0
ID_LDBM3WE x m3,0.0
ID_LDBM3WE x m4,0.0
ID_LDBM3WE x m5,0.0
ID_LDBM3WE x m6,0.0
ID_AD1S39K x m1,0.0
ID_AD1S39K x m2,0.0
ID_AD1S39K x m3,0.0
ID_AD1S39K x m4,0.0
ID_AD1S39K x m5,0.0
ID_AD1S39K x m6,0.0
ID_LW63UHJ x m1,0.0
ID_LW63UHJ x m2,0.0
ID_LW63UHJ x m3,0.0
ID_LW63UHJ x m4,0.0
ID_LW63UHJ x m5,0.0
ID_LW63UHJ x m6,0.0
ID_290EB8N x m1,0.0
ID_290EB8N x m2,0.0
ID_290EB8N x m3,0.0
ID_290EB8N x m4,0.0
ID_290EB8N x m5,0.0
ID_290EB8N x m6,0.0
ID_PSQA45D x m1,0.0
ID_PSQA45D x m2,0.0
ID_PSQA45D x m3,0.0
ID_PSQA45D x m4,0.0
ID_PSQA45D x m5,0.0
ID_PSQA45D x m6,0.0
ID_8747KJU x m1,0.0
ID_8747KJU x m2,0.0
ID_8747KJU x m3,0.0
ID_8747KJU x m4,0.0
ID_8747KJU x m5,0.0
ID_8747KJU x m6,0.0
ID_VT05YRJ x m1,0.0
ID_VT05YRJ x m2,0.0
ID_VT05YRJ x m3,0.0
ID_VT05YRJ x m4,0.0
ID_VT05YRJ x m5,0.0
ID_VT05YRJ x m6,0.0
ID_OVVJI4H x m1,0.0
ID_OVVJI4H x m2,0.0
ID_OVVJI4H x m3,0.0
ID_OVVJI4H x m4,0.0
ID_OVVJI4H x m5,0.0
ID_OVVJI4H x m6,0.0
ID_3GAR7ET x m1,0.0
ID_3GAR7ET x m2,0.0
ID_3GAR7ET x m3,0.0
ID_3GAR7ET x m4,0.0
ID_3GAR7ET x m5,0.0
ID_3GAR7ET x m6,0.0
ID_FXWUUAC x m1,0.0
ID_FXWUUAC x m2,0.0
ID_FXWUUAC x m3,0.0
ID_FXWUUAC x m4,0.0
ID_FXWUUAC x m5,0.0
ID_FXWUUAC x m6,0.0
ID_GRREE4S x m1,0.0
ID_GRREE4S x m2,0.0
ID_GRREE4S x m3,0.0
ID_GRREE4S x m4,0.0
ID_GRREE4S x m5,0.0
ID_GRREE4S x m6,0.0
ID_NN68D8C x m1,0.0
ID_NN68D8C x m2,0.0
ID_NN68D8C x m3,0.0
ID_NN68D8C x m4,0.0
ID_NN68D8C x m5,0.0
ID_NN68D8C x m6,0.0
ID_Y0UQ291 x m1,0.0
ID_Y0UQ291 x m2,0.0
ID_Y0UQ291 x m3,0.0
ID_Y0UQ291 x m4,0.0
ID_Y0UQ291 x m5,0.0
ID_Y0UQ291 x m6,0.0
ID_9YEKQEF x m1,0.0
ID_9YEKQEF x m2,0.0
ID_9YEKQEF x m3,0.0
ID_9YEKQEF x m4,0.0
ID_9YEKQEF x m5,0.0
ID_9YEKQEF x m6,0.0
ID_XXF9R1J x m1,0.0
ID_XXF9R1J x m2,0.0
ID_XXF9R1J x m3,0.0
ID_XXF9R1J x m4,0.0
ID_XXF9R1J x m5,0.0
ID_XXF9R1J x m6,0.0
ID_79JGQRM x m1,0.0
ID_79JGQRM x m2,0.0
ID_79JGQRM x m3,0.0
ID_79JGQRM x m4,0.0
ID_79JGQRM x m5,0.0
ID_79JGQRM x m6,0.0
ID_H69NS6N x m1,0.0
ID_H69NS6N x m2,0.0
ID_H69NS6N x m3,0.0
ID_H69NS6N x m4,0.0
ID_H69NS6N x m5,0.0
ID_H69NS6N x m6,0.0
ID_5OYWJPG x m1,0.0
ID_5OYWJPG x m2,0.0
ID_5OYWJPG x m3,0.0
ID_5OYWJPG x m4,0.0
ID_5OYWJPG x m5,0.0
ID_5OYWJPG x m6,0.0
ID_LLYRMMF x m1,0.0
ID_LLYRMMF x m2,0.0
ID_LLYRMMF x m3,0.0
ID_LLYRMMF x m4,0.0
ID_LLYRMMF x m5,0.0
ID_LLYRMMF x m6,0.0
ID_WOFR55V x m1,0.0
ID_WOFR55V x m2,0.0
ID_WOFR55V x m3,0.0
ID_WOFR55V x m4,0.0
ID_WOFR55V x m5,0.0
ID_WOFR55V x m6,0.0
ID_5J4BKO7 x m1,0.0
ID_5J4BKO7 x m2,0.0
ID_5J4BKO7 x m3,0.0
ID_5J4BKO7 x m4,0.0
ID_5J4BKO7 x m5,0.0
ID_5J4BKO7 x m6,0.0
ID_NG99MB7 x m1,0.0
ID_NG99MB7 x m2,0.0
ID_NG99MB7 x m3,0.0
ID_NG99MB7 x m4,0.0
ID_NG99MB7 x m5,0.0
ID_NG99MB7 x m6,0.0
ID_X16RQ6C x m1,0.0
ID_X16RQ6C x m2,0.0
ID_X16RQ6C x m3,0.0
ID_X16RQ6C x m4,0.0
ID_X16RQ6C x m5,0.0
ID_X16RQ6C x m6,0.0
ID_JTA4DYO x m1,0.0
ID_JTA4DYO x m2,0.0
ID_JTA4DYO x m3,0.0
ID_JTA4DYO x m4,0.0
ID_JTA4DYO x m5,0.0
ID_JTA4DYO x m6,0.0
ID_H201LSJ x m1,0.0
ID_H201LSJ x m2,0.0
ID_H201LSJ x m3,0.0
ID_H201LSJ x m4,0.0
ID_H201LSJ x m5,0.0
ID_H201LSJ x m6,0.0
ID_F2N6B1Z x m1,0.0
ID_F2N6B1Z x m2,0.0
ID_F2N6B1Z x m3,0.0
ID_F2N6B1Z x m4,0.0
ID_F2N6B1Z x m5,0.0
ID_F2N6B1Z x m6,0.0
ID_DAXCCE8 x m1,0.0
ID_DAXCCE8 x m2,0.0
ID_DAXCCE8 x m3,0.0
ID_DAXCCE8 x m4,0.0
ID_DAXCCE8 x m5,0.0
ID_DAXCCE8 x m6,0.0
ID_9USOPOF x m1,0.0
ID_9USOPOF x m2,0.0
ID_9USOPOF x m3,0.0
ID_9USOPOF x m4,0.0
ID_9USOPOF x m5,0.0
ID_9USOPOF x m6,0.0
ID_3NRMV4R x m1,0.0
ID_3NRMV4R x m2,0.0
ID_3NRMV4R x m3,0.0
ID_3NRMV4R x m4,0.0
ID_3NRMV4R x m5,0.0
ID_3NRMV4R x m6,0.0
ID_41B8BMA x m1,0.0
ID_41B8BMA x m2,0.0
ID_41B8BMA x m3,0.0
ID_41B8BMA x m4,0.0
ID_41B8BMA x m5,0.0
ID_41B8BMA x m6,0.0
ID_7RYE3FE x m1,0.0
ID_7RYE3FE x m2,0.0
ID_7RYE3FE x m3,0.0
ID_7RYE3FE x m4,0.0
ID_7RYE3FE x m5,0.0
ID_7RYE3FE x m6,0.0
ID_SUQB6FJ x m1,0.0
ID_SUQB6FJ x m2,0.0
ID_SUQB6FJ x m3,0.0
ID_SUQB6FJ x m4,0.0
ID_SUQB6FJ x m5,0.0
ID_SUQB6FJ x m6,0.0
ID_ZR3VEJW x m1,0.0
ID_ZR3VEJW x m2,0.0
ID_ZR3VEJW x m3,0.0
ID_ZR3VEJW x m4,0.0
ID_ZR3VEJW x m5,0.0
ID_ZR3VEJW x m6,0.0
ID_M4MWAP3 x m1,0.0
ID_M4MWAP3 x m2,0.0
ID_M4MWAP3 x m3,0.0
ID_M4MWAP3 x m4,0.0
ID_M4MWAP3 x m5,0.0
ID_M4MWAP3 x m6,0.0
ID_9M6H2AC x m1,0.0
ID_9M6H2AC x m2,0.0
ID_9M6H2AC x m3,0.0
ID_9M6H2AC x m4,0.0
ID_9M6H2AC x m5,0.0
ID_9M6H2AC x m6,0.0
ID_V4QRGO3 x m1,0.0
ID_V4QRGO3 x m2,0.0
ID_V4QRGO3 x m3,0.0
ID_V4QRGO3 x m4,0.0
ID_V4QRGO3 x m5,0.0
ID_V4QRGO3 x m6,0.0
ID_0RN894V x m1,0.0
ID_0RN894V x m2,0.0
ID_0RN894V x m3,0.0
ID_0RN894V x m4,0.0
ID_0RN894V x m5,0.0
ID_0RN894V x m6,0.0
ID_YKFLIBW x m1,0.0
ID_YKFLIBW x m2,0.0
ID_YKFLIBW x m3,0.0
ID_YKFLIBW x m4,0.0
ID_YKFLIBW x m5,0.0
ID_YKFLIBW x m6,0.0
ID_F1M4IFS x m1,0.0
ID_F1M4IFS x m2,0.0
ID_F1M4IFS x m3,0.0
ID_F1M4IFS x m4,0.0
ID_F1M4IFS x m5,0.0
ID_F1M4IFS x m6,0.0
ID_J0S6A4U x m1,0.0
ID_J0S6A4U x m2,0.0
ID_J0S6A4U x m3,0.0
ID_J0S6A4U x m4,0.0
ID_J0S6A4U x m5,0.0
ID_J0S6A4U x m6,0.0
ID_2RO70BV x m1,0.0
ID_2RO70BV x m2,0.0
ID_2RO70BV x m3,0.0
ID_2RO70BV x m4,0.0
ID_2RO70BV x m5,0.0
ID_2RO70BV x m6,0.0
ID_K9P9NFF x m1,0.0
ID_K9P9NFF x m2,0.0
ID_K9P9NFF x m3,0.0
ID_K9P9NFF x m4,0.0
ID_K9P9NFF x m5,0.0
ID_K9P9NFF x m6,0.0
ID_5EK3VA0 x m1,0.0
ID_5EK3VA0 x m2,0.0
ID_5EK3VA0 x m3,0.0
ID_5EK3VA0 x m4,0.0
ID_5EK3VA0 x m5,0.0
ID_5EK3VA0 x m6,0.0
ID_BKQN4ZD x m1,0.0
ID_BKQN4ZD x m2,0.0
ID_BKQN4ZD x m3,0.0
ID_BKQN4ZD x m4,0.0
ID_BKQN4ZD x m5,0.0
ID_BKQN4ZD x m6,0.0
ID_3F67SN6 x m1,0.0
ID_3F67SN6 x m2,0.0
ID_3F67SN6 x m3,0.0
ID_3F67SN6 x m4,0.0
ID_3F67SN6 x m5,0.0
ID_3F67SN6 x m6,0.0
ID_R25OAJ3 x m1,0.0
ID_R25OAJ3 x m2,0.0
ID_R25OAJ3 x m3,0.0
ID_R25OAJ3 x m4,0.0
ID_R25OAJ3 x m5,0.0
ID_R25OAJ3 x m6,0.0
ID_XXXL1Y9 x m1,0.0
ID_XXXL1Y9 x m2,0.0
ID_XXXL1Y9 x m3,0.0
ID_XXXL1Y9 x m4,0.0
ID_XXXL1Y9 x m5,0.0
ID_XXXL1Y9 x m6,0.0
ID_XYHISJS x m1,0.0
ID_XYHISJS x m2,0.0
ID_XYHISJS x m3,0.0
ID_XYHISJS x m4,0.0
ID_XYHISJS x m5,0.0
ID_XYHISJS x m6,0.0
ID_CH4FGTE x m1,0.0
ID_CH4FGTE x m2,0.0
ID_CH4FGTE x m3,0.0
ID_CH4FGTE x m4,0.0
ID_CH4FGTE x m5,0.0
ID_CH4FGTE x m6,0.0
ID_SZYV7S5 x m1,0.0
ID_SZYV7S5 x m2,0.0
ID_SZYV7S5 x m3,0.0
ID_SZYV7S5 x m4,0.0
ID_SZYV7S5 x m5,0.0
ID_SZYV7S5 x m6,0.0
ID_VYHMVCY x m1,0.0
ID_VYHMVCY x m2,0.0
ID_VYHMVCY x m3,0.0
ID_VYHMVCY x m4,0.0
ID_VYHMVCY x m5,0.0
ID_VYHMVCY x m6,0.0
ID_LHXP67X x m1,0.0
ID_LHXP67X x m2,0.0
ID_LHXP67X x m3,0.0
ID_LHXP67X x m4,0.0
ID_LHXP67X x m5,0.0
ID_LHXP67X x m6,0.0
ID_WV02GAN x m1,0.0
ID_WV02GAN x m2,0.0
ID_WV02GAN x m3,0.0
ID_WV02GAN x m4,0.0
ID_WV02GAN x m5,0.0
ID_WV02GAN x m6,0.0
ID_0K9SDQQ x m1,0.0
ID_0K9SDQQ x m2,0.0
ID_0K9SDQQ x m3,0.0
ID_0K9SDQQ x m4,0.0
ID_0K9SDQQ x m5,0.0
ID_0K9SDQQ x m6,0.0
ID_7KHHX4S x m1,0.0
ID_7KHHX4S x m2,0.0
ID_7KHHX4S x m3,0.0
ID_7KHHX4S x m4,0.0
ID_7KHHX4S x m5,0.0
ID_7KHHX4S x m6,0.0
ID_MLJLEQS x m1,0.0
ID_MLJLEQS x m2,0.0
ID_MLJLEQS x m3,0.0
ID_MLJLEQS x m4,0.0
ID_MLJLEQS x m5,0.0
ID_MLJLEQS x m6,0.0
ID_5HOPDKU x m1,0.0
ID_5HOPDKU x m2,0.0
ID_5HOPDKU x m3,0.0
ID_5HOPDKU x m4,0.0
ID_5HOPDKU x m5,0.0
ID_5HOPDKU x m6,0.0
ID_DZ8P1UB x m1,0.0
ID_DZ8P1UB x m2,0.0
ID_DZ8P1UB x m3,0.0
ID_DZ8P1UB x m4,0.0
ID_DZ8P1UB x m5,0.0
ID_DZ8P1UB x m6,0.0
ID_SX3ERIL x m1,0.0
ID_SX3ERIL x m2,0.0
ID_SX3ERIL x m3,0.0
ID_SX3ERIL x m4,0.0
ID_SX3ERIL x m5,0.0
ID_SX3ERIL x m6,0.0
ID_HSNLRMM x m1,0.0
ID_HSNLRMM x m2,0.0
ID_HSNLRMM x m3,0.0
ID_HSNLRMM x m4,0.0
ID_HSNLRMM x m5,0.0
ID_HSNLRMM x m6,0.0
ID_ZZ0V9B8 x m1,0.0
ID_ZZ0V9B8 x m2,0.0
ID_ZZ0V9B8 x m3,0.0
ID_ZZ0V9B8 x m4,0.0
ID_ZZ0V9B8 x m5,0.0
ID_ZZ0V9B8 x m6,0.0
ID_DHWCYJ2 x m1,0.0
ID_DHWCYJ2 x m2,0.0
ID_DHWCYJ2 x m3,0.0
ID_DHWCYJ2 x m4,0.0
ID_DHWCYJ2 x m5,0.0
ID_DHWCYJ2 x m6,0.0
ID_XMCHA3P x m1,0.0
ID_XMCHA3P x m2,0.0
ID_XMCHA3P x m3,0.0
ID_XMCHA3P x m4,0.0
ID_XMCHA3P x m5,0.0
ID_XMCHA3P x m6,0.0
ID_VIW7QDB x m1,0.0
ID_VIW7QDB x m2,0.0
ID_VIW7QDB x m3,0.0
ID_VIW7QDB x m4,0.0
ID_VIW7QDB x m5,0.0
ID_VIW7QDB x m6,0.0
ID_262HGRR x m1,0.0
ID_262HGRR x m2,0.0
ID_262HGRR x m3,0.0
ID_262HGRR x m4,0.0
ID_262HGRR x m5,0.0
ID_262HGRR x m6,0.0
ID_SA64W4J x m1,0.0
ID_SA64W4J x m2,0.0
ID_SA64W4J x m3,0.0
ID_SA64W4J x m4,0.0
ID_SA64W4J x m5,0.0
ID_SA64W4J x m6,0.0
ID_IZZRO0H x m1,0.0
ID_IZZRO0H x m2,0.0
ID_IZZRO0H x m3,0.0
ID_IZZRO0H x m4,0.0
ID_IZZRO0H x m5,0.0
ID_IZZRO0H x m6,0.0
ID_PXNUG8P x m1,0.0
ID_PXNUG8P x m2,0.0
ID_PXNUG8P x m3,0.0
ID_PXNUG8P x m4,0.0
ID_PXNUG8P x m5,0.0
ID_PXNUG8P x m6,0.0
ID_PW8YU1C x m1,0.0
ID_PW8YU1C x m2,0.0
ID_PW8YU1C x m3,0.0
ID_PW8YU1C x m4,0.0
ID_PW8YU1C x m5,0.0
ID_PW8YU1C x m6,0.0
ID_RESHCG1 x m1,0.0
ID_RESHCG1 x m2,0.0
ID_RESHCG1 x m3,0.0
ID_RESHCG1 x m4,0.0
ID_RESHCG1 x m5,0.0
ID_RESHCG1 x m6,0.0
ID_ZQ2BPFA x m1,0.0
ID_ZQ2BPFA x m2,0.0
ID_ZQ2BPFA x m3,0.0
ID_ZQ2BPFA x m4,0.0
ID_ZQ2BPFA x m5,0.0
ID_ZQ2BPFA x m6,0.0
ID_PQGU1PW x m1,0.0
ID_PQGU1PW x m2,0.0
ID_PQGU1PW x m3,0.0
ID_PQGU1PW x m4,0.0
ID_PQGU1PW x m5,0.0
ID_PQGU1PW x m6,0.0
ID_F2UOJYO x m1,0.0
ID_F2UOJYO x m2,0.0
ID_F2UOJYO x m3,0.0
ID_F2UOJYO x m4,0.0
ID_F2UOJYO x m5,0.0
ID_F2UOJYO x m6,0.0
ID_WXSTD4L x m1,0.0
ID_WXSTD4L x m2,0.0
ID_WXSTD4L x m3,0.0
ID_WXSTD4L x m4,0.0
ID_WXSTD4L x m5,0.0
ID_WXSTD4L x m6,0.0
ID_BNQRA94 x m1,0.0
ID_BNQRA94 x m2,0.0
ID_BNQRA94 x m3,0.0
ID_BNQRA94 x m4,0.0
ID_BNQRA94 x m5,0.0
ID_BNQRA94 x m6,0.0
ID_Q8KCCDH x m1,0.0
ID_Q8KCCDH x m2,0.0
ID_Q8KCCDH x m3,0.0
ID_Q8KCCDH x m4,0.0
ID_Q8KCCDH x m5,0.0
ID_Q8KCCDH x m6,0.0
ID_7F9D87T x m1,0.0
ID_7F9D87T x m2,0.0
ID_7F9D87T x m3,0.0
ID_7F9D87T x m4,0.0
ID_7F9D87T x m5,0.0
ID_7F9D87T x m6,0.0
